uid	new_split	dataset	original_split	doc_id	sent_id	sentence	marked_sentence	source	target	trigger	arguments	event_type	gold_binary
1450	train	wiki	train	164	404	SALT LAKE CITY (AP) — A teenager who authorities accused of trying to blow up a homemade backpack bomb at a southern Utah high school after watching Islamic State propaganda been sentenced to four years of probation.	SALT LAKE CITY (AP) — A <t>teenager</t> who <s>authorities</s> accused of trying to blow up a homemade backpack bomb at a southern Utah high school after watching Islamic State propaganda been sentenced to four years of probation.	Prosecutor:authorities	Defendant:teenager	accused	{'Prosecutor': ['authorities'], 'Defendant': ['teenager']}	Justice.ChargeIndict.Unspecified	1
1451	train	wiki	train	52	870	Prosecutors on Tuesday charged Ahmad Khan Rahami, 28, in federal court in New York in connection with bombings in the Chelsea neighborhood of Manhattan and in New Jersey on Saturday.	<s>Prosecutors</s> on Tuesday charged <t>Ahmad Khan Rahami</t>, 28, in federal court in New York in connection with bombings in the Chelsea neighborhood of Manhattan and in New Jersey on Saturday.	Prosecutor:Prosecutors	Defendant:Ahmad Khan Rahami	charged	{'Prosecutor': ['Prosecutors'], 'Defendant': ['Ahmad Khan Rahami'], 'Place': ['court'], 'JudgeCourt': ['New York']}	Justice.ChargeIndict.Unspecified	1
1452	train	wiki	train	160	513	Prosecutors have charged 28-year-old Ahmad Khan Rahami with five counts of attempted murder stemming from the shootout that wounded two officers.	<s>Prosecutors</s> have charged 28-year-old <t>Ahmad Khan Rahami</t> with five counts of attempted murder stemming from the shootout that wounded two officers.	Prosecutor:Prosecutors	Defendant:Ahmad Khan Rahami	charged	{'Prosecutor': ['Prosecutors'], 'Defendant': ['Ahmad Khan Rahami']}	Justice.ChargeIndict.Unspecified	1
1460	train	wiki	train	12	342	Dzhokhar Tsarnaev was convicted on all counts Wednesday in the 2013 Boston Marathon bombings by a federal jury that now must decide whether the 21-year-old former college student should be executed.	<t>Dzhokhar Tsarnaev</t> was convicted on all counts Wednesday in the 2013 Boston Marathon bombings by a federal <s>jury</s> that now must decide whether the 21-year-old former college student should be executed.	JudgeCourt:jury	Defendant:Dzhokhar Tsarnaev	convicted	{'Defendant': ['Dzhokhar Tsarnaev'], 'JudgeCourt': ['jury']}	Justice.Convict.Unspecified	1
1462	train	wiki	train	132	876	If Tsarnaev is convicted, the jury will decide whether he is executed or gets life in prison without the possibility of parole.	If <t>Tsarnaev</t> is convicted, the <s>jury</s> will decide whether he is executed or gets life in prison without the possibility of parole.	JudgeCourt:jury	Defendant:Tsarnaev	convicted	{'Defendant': ['Tsarnaev'], 'JudgeCourt': ['jury']}	Justice.Convict.Unspecified	1
1463	train	wiki	dev	224	873	A court has convicted a friend of Boston Marathon bombing suspect Dzokhar Tsarnaev for impeding the investigation into last year's deadly blast.	A <s>court</s> has convicted <t>a friend of Boston Marathon bombing suspect Dzokhar Tsarnaev</t> for impeding the investigation into last year's deadly blast.	JudgeCourt:court	Defendant:a friend of Boston Marathon bombing suspect Dzokhar Tsarnaev	convicted	{'JudgeCourt': ['court'], 'Defendant': ['friend']}	Justice.Convict.Unspecified	1
1465	train	wiki	dev	224	875	Court Convicts Friend of Boston Bombing Suspect	<s>Court</s> Convicts <t>Friend</t> of Boston Bombing Suspect	JudgeCourt:Court	Defendant:Friend	Convicts	{'JudgeCourt': ['Court'], 'Defendant': ['Friend']}	Justice.Convict.Unspecified	1
1468	train	wiki	train	114	888	Investigators are now trying to figure out what Abedi was up to in his last days before the attack Monday.	<s>Investigators</s> are now trying to figure out what <t>Abedi</t> was up to in his last days before the attack Monday.	Investigator:Investigators	Defendant:Abedi	figure	{'Investigator': ['Investigators'], 'Defendant': ['Abedi']}	Justice.InvestigateCrime.Unspecified	1
1474	train	wiki	train	34	889	Investigators believe they have identified a suspect in the marathon bombings, a source who has been briefed on the investigation told CNN's John King.	<s>Investigators</s> believe they have identified a <t>suspect</t> in the marathon bombings, a source who has been briefed on the investigation told CNN's John King.	Investigator:Investigators	Defendant:suspect	identified	{'Investigator': ['Investigators'], 'Defendant': ['suspect']}	Justice.InvestigateCrime.Unspecified	1
1476	train	wiki	train	136	884	An officer went to investigate and recognized the man as Rahami, police and the mayor said.	An <s>officer</s> went to investigate and recognized the man as <t>Rahami</t>, police and the mayor said.	Investigator:officer	Defendant:Rahami	investigate	{'Investigator': ['officer'], 'Defendant': ['man', 'Rahami']}	Justice.InvestigateCrime.Unspecified	1
1477	train	wiki	train	136	884	An officer went to investigate and recognized the man as Rahami, police and the mayor said.	An <s>officer</s> went to investigate and recognized the <t>man</t> as Rahami, police and the mayor said.	Investigator:officer	Defendant:man	investigate	{'Investigator': ['officer'], 'Defendant': ['man', 'Rahami']}	Justice.InvestigateCrime.Unspecified	1
1482	train	wiki	train	114	879	It's very clear that this is a network that we are investigating, Manchester Chief Constable Ian Hopkins said during a news conference.	It's very clear that this is a <t>network</t> that we are investigating, Manchester Chief Constable <s>Ian Hopkins</s> said during a news conference.	Investigator:Ian Hopkins	Defendant:network	investigating	{'Investigator': ['Ian Hopkins', 'Manchester Chief Constable'], 'Defendant': ['network']}	Justice.InvestigateCrime.Unspecified	1
1483	train	wiki	train	114	879	It's very clear that this is a network that we are investigating, Manchester Chief Constable Ian Hopkins said during a news conference.	It's very clear that this is a <t>network</t> that we are investigating, <s>Manchester Chief Constable</s> Ian Hopkins said during a news conference.	Investigator:Manchester Chief Constable	Defendant:network	investigating	{'Investigator': ['Ian Hopkins', 'Manchester Chief Constable'], 'Defendant': ['network']}	Justice.InvestigateCrime.Unspecified	1
1484	train	wiki	train	95	895	The FBI has taken over "a potential terrorist investigation," FBI special agent in charge Richard DesLauriers said at a Monday evening press conference.	The FBI has taken over "a potential <t>terrorist</t> investigation," FBI special agent in charge <s>Richard DesLauriers</s> said at a Monday evening press conference.	Investigator:Richard DesLauriers	Defendant:terrorist	investigation	{'Investigator': ['FBI', 'Richard DesLauriers'], 'Defendant': ['terrorist']}	Justice.InvestigateCrime.Unspecified	1
1485	train	wiki	train	95	895	The FBI has taken over "a potential terrorist investigation," FBI special agent in charge Richard DesLauriers said at a Monday evening press conference.	The <s>FBI</s> has taken over "a potential <t>terrorist</t> investigation," <s>FBI</s> special agent in charge Richard DesLauriers said at a Monday evening press conference.	Investigator:FBI	Defendant:terrorist	investigation	{'Investigator': ['FBI', 'Richard DesLauriers'], 'Defendant': ['terrorist']}	Justice.InvestigateCrime.Unspecified	1
1494	train	wiki	train	182	892	Police found six bottles of aceton, duct tape, a mobile phone and bullets during a search of his home.	<s>Police</s> found six bottles of aceton, duct tape, a mobile phone and bullets during a search of his <t>home</t>.	Investigator:Police	Place:home	search	{'Investigator': ['Police'], 'Place': ['home']}	Justice.InvestigateCrime.Unspecified	1
1496	train	wiki	train	178	886	Hundreds of police surrounded the terminals searching everyone entering the building and the car parking areas.	Hundreds of <s>police</s> surrounded the <t>terminals</t> searching everyone entering the building and the car parking areas.	Investigator:police	Place:terminals	searching	{'Investigator': ['police'], 'Place': ['terminals']}	Justice.InvestigateCrime.Unspecified	1
1505	train	wiki	train	198	677	By blaming the older brother, defense lawyers hope to convince the jury to not sentence Dzhokhar Tsarnaev to death.	By blaming the older brother, defense lawyers hope to convince the <s>jury</s> to not sentence <t>Dzhokhar Tsarnaev</t> to death.	JudgeCourt:jury	Defendant:Dzhokhar Tsarnaev	sentence	{'Defendant': ['Dzhokhar Tsarnaev'], 'JudgeCourt': ['jury']}	Justice.Sentence.Unspecified	1
1506	train	wiki	train	71	897	“The court has sentenced the main suspect to life in prison for attempted murder, attempted explosives attack, the founding of and membership in a terrorist organization and the attempted murder of the head of ‘Pro NRW’,” said Peter Schuetz, spokesman for Duesseldorf’s higher regional court.	“The <s>court</s> has sentenced the <t>main suspect</t> to life in prison for attempted murder, attempted explosives attack, the founding of and membership in a terrorist organization and the attempted murder of the head of ‘Pro NRW’,” said Peter Schuetz, spokesman for Duesseldorf’s higher regional <s>court</s>.	JudgeCourt:court	Defendant:main suspect	sentenced	{'JudgeCourt': ['court'], 'Defendant': ['main suspect']}	Justice.Sentence.Unspecified	1
1507	train	wiki	train	164	907	The Spectrum newspaper in St. George reports that that the 17-year-old boy was sentenced in adult court Thursday.	The Spectrum newspaper in St. George reports that that the 17-year-old <t>boy</t> was sentenced in <s>adult court</s> Thursday.	JudgeCourt:adult court	Defendant:boy	sentenced	{'Defendant': ['boy'], 'JudgeCourt': ['adult court']}	Justice.Sentence.Unspecified	1
1508	train	wiki	train	179	903	GEORGE — A judge sentenced a Hurricane teen who brought a homemade bomb to his high school last year to serve four years of "intensely supervised" probation Wednesday.	GEORGE — A <s>judge</s> sentenced a Hurricane <t>teen</t> who brought a homemade bomb to his high school last year to serve four years of "intensely supervised" probation Wednesday.	JudgeCourt:judge	Defendant:teen	sentenced	{'JudgeCourt': ['judge'], 'Defendant': ['teen']}	Justice.Sentence.Unspecified	1
1509	train	wiki	train	182	900	Attunda District Court, north of Stockholm, sentenced him to five years in jail on Thursday morning for "preparing to commit a terror crime".	<s>Attunda District Court</s>, north of <t>Stockholm</t>, sentenced him to five years in jail on Thursday morning for "preparing to commit a terror crime".	JudgeCourt:Attunda District Court	Place:Stockholm	sentenced	{'JudgeCourt': ['Attunda District Court'], 'Place': ['Stockholm']}	Justice.Sentence.Unspecified	1
1510	train	wiki	train	179	899	5th District Judge Michael Westfall sentences Martin Farnsworth to 48 months of probation for bringing a homemade incendiary device to Pine View High School in March 2018, St.	5th District Judge <s>Michael Westfall</s> sentences <t>Martin Farnsworth</t> to 48 months of probation for bringing a homemade incendiary device to Pine View High School in March 2018, St.	JudgeCourt:Michael Westfall	Defendant:Martin Farnsworth	sentences	{'JudgeCourt': ['Michael Westfall'], 'Defendant': ['Martin Farnsworth']}	Justice.Sentence.Unspecified	1
1511	train	wiki	train	179	902	Deputy Washington County Attorney Angela Adams addresses the court in regard to the sentencing of Martin Farnsworth, St.	Deputy Washington County Attorney Angela Adams addresses the <s>court</s> in regard to the sentencing of <t>Martin Farnsworth</t>, St.	JudgeCourt:court	Defendant:Martin Farnsworth	sentencing	{'Defendant': ['Martin Farnsworth'], 'JudgeCourt': ['court']}	Justice.Sentence.Unspecified	1
1512	train	wiki	train	89	911	O'Toole had previously denied that request, noting the court had recently seated juries in other high-profile cases, including the 2013 trial of former mob boss James "Whitey" Bulger, who was found guilty of racketeering and murder.	O'Toole had previously denied that request, noting the <s>court</s> had recently seated juries in other high-profile cases, including the 2013 trial of former mob boss <t>James "Whitey" Bulger</t>, who was found guilty of racketeering and murder.	JudgeCourt:court	Defendant:James "Whitey" Bulger	trial	{'Defendant': ['James "Whitey" Bulger'], 'JudgeCourt': ['court']}	Justice.TrialHearing.Unspecified	1
1517	train	wiki	train	17	1051	The Tsarnaev brothers have also been accused of shooting dead a police officer at the Massachusetts Institute of Technology three days after the attack as they tried to flee Boston.	The Tsarnaev <s>brothers</s> have also been accused of shooting dead a police <t>officer</t> at the Massachusetts Institute of Technology three days after the attack as they tried to flee Boston.	Killer:brothers	Victim:officer	dead	{'Victim': ['officer'], 'Killer': ['brothers']}	Life.Die.Unspecified	1
1519	train	wiki	train	12	1054	Tsarnaev also was convicted in the death of Sean Collier, a Massachusetts Institute of Technology patrol officer shot to death three days later, as Tsarnaev and his older brother, Tamerlan, attempted to evade police.	<s>Tsarnaev</s> also was convicted in the death of <t>Sean Collier</t>, a Massachusetts Institute of Technology patrol officer shot to death three days later, as <s>Tsarnaev</s> and his older brother, Tamerlan, attempted to evade police.	Killer:Tsarnaev	Victim:Sean Collier	death	{'Victim': ['Sean Collier'], 'Killer': ['Tsarnaev']}	Life.Die.Unspecified	1
1522	train	wiki	train	12	1037	Tamerlan Tsarnaev, 26, died when he was shot by police and run over by his brother during a chaotic getaway attempt days after the bombing.	<t>Tamerlan Tsarnaev</t>, 26, died when he was shot by <s>police</s> and run over by his brother during a chaotic getaway attempt days after the bombing.	Killer:police	Victim:Tamerlan Tsarnaev	died	{'Victim': ['Tamerlan Tsarnaev'], 'Killer': ['police', 'brother']}	Life.Die.Unspecified	1
1524	train	wiki	train	70	1034	Tamerlan later died after a shootout with police in Watertown, and Dzhokhar was found hiding in a covered boat docked in a backyard there.	<t>Tamerlan</t> later died after a shootout with <s>police</s> in Watertown, and Dzhokhar was found hiding in a covered boat docked in a backyard there.	Killer:police	Victim:Tamerlan	died	{'Victim': ['Tamerlan'], 'Killer': ['police'], 'Place': ['Watertown']}	Life.Die.Unspecified	1
1525	train	wiki	train	128	1056	Tsarnaev's brother and alleged co-conspirator, 26-year-old Tamerlan Tsarnaev, died in a confrontation with police last week.	Tsarnaev's brother and alleged co-conspirator, 26-year-old <t>Tamerlan Tsarnaev</t>, died in a confrontation with <s>police</s> last week.	Killer:police	Victim:Tamerlan Tsarnaev	died	{'Victim': ['Tamerlan Tsarnaev'], 'Killer': ['police']}	Life.Die.Unspecified	1
1526	train	wiki	train	150	1043	The CBS News report said Tsarnaev, 19, described his older brother and fellow suspect Tamerlan Tsarnaev, 26, who died in a gunbattle with police, as “a martyr.”	The CBS News report said Tsarnaev, 19, described his older brother and fellow suspect <t>Tamerlan Tsarnaev</t>, 26, who died in a gunbattle with <s>police</s>, as “a martyr.”	Killer:police	Victim:Tamerlan Tsarnaev	died	{'Victim': ['Tamerlan Tsarnaev'], 'Killer': ['police']}	Life.Die.Unspecified	1
1530	train	wiki	train	72	1005	Biden spoke at a memorial service for a university police officer allegedly gunned down by the suspects just days after the bombings.	Biden spoke at a memorial service for a university police <t>officer</t> allegedly gunned down by the <s>suspects</s> just days after the bombings.	Killer:suspects	Victim:officer	gunned down	{'Victim': ['officer'], 'Killer': ['suspects']}	Life.Die.Unspecified	1
1535	train	wiki	train	25	1047	The Middle East came close to a full conflict in January after a U.S. drone strike killed Iranian General Qassem Soleimani and Iraqi paramilitary chief Abu Mahdi al-Muhandis at Baghdad airport.	The Middle East came close to a full conflict in January after a <s>U.S</s>. drone strike killed Iranian General <t>Qassem Soleimani</t> and Iraqi paramilitary chief Abu Mahdi al-Muhandis at Baghdad airport.	Killer:U.S	Victim:Qassem Soleimani	killed	{'Victim': ['Qassem Soleimani', 'Abu Mahdi al-Muhandis'], 'Killer': ['U.S']}	Life.Die.Unspecified	1
1536	train	wiki	train	25	1047	The Middle East came close to a full conflict in January after a U.S. drone strike killed Iranian General Qassem Soleimani and Iraqi paramilitary chief Abu Mahdi al-Muhandis at Baghdad airport.	The Middle East came close to a full conflict in January after a <s>U.S</s>. drone strike killed Iranian General Qassem Soleimani and Iraqi paramilitary chief <t>Abu Mahdi al-Muhandis</t> at Baghdad airport.	Killer:U.S	Victim:Abu Mahdi al-Muhandis	killed	{'Victim': ['Qassem Soleimani', 'Abu Mahdi al-Muhandis'], 'Killer': ['U.S']}	Life.Die.Unspecified	1
1541	train	wiki	train	42	1053	They also denounced the violence by Sunni extremists who have killed hundreds in similar attacks over the past years in Balochistan province.	They also denounced the violence by Sunni <s>extremists</s> who have killed hundreds in similar attacks over the past years in <t>Balochistan province</t>.	Killer:extremists	Place:Balochistan province	killed	{'Victim': ['hundreds'], 'Place': ['Balochistan province'], 'Killer': ['extremists']}	Life.Die.Unspecified	1
1542	train	wiki	train	42	1053	They also denounced the violence by Sunni extremists who have killed hundreds in similar attacks over the past years in Balochistan province.	They also denounced the violence by Sunni <s>extremists</s> who have killed <t>hundreds</t> in similar attacks over the past years in Balochistan province.	Killer:extremists	Victim:hundreds	killed	{'Victim': ['hundreds'], 'Place': ['Balochistan province'], 'Killer': ['extremists']}	Life.Die.Unspecified	1
1543	train	wiki	train	42	996	20 people including one paramilitary soldier were killed, as well as the perpetrator.	20 <t>people</t> including one paramilitary soldier were killed, as well as the <s>perpetrator</s>.	Killer:perpetrator	Victim:people	killed	{'Victim': ['people', 'soldier', 'perpetrator'], 'Killer': ['perpetrator']}	Life.Die.Unspecified	1
1544	train	wiki	train	42	996	20 people including one paramilitary soldier were killed, as well as the perpetrator.	20 people including one paramilitary <t>soldier</t> were killed, as well as the <s>perpetrator</s>.	Killer:perpetrator	Victim:soldier	killed	{'Victim': ['people', 'soldier', 'perpetrator'], 'Killer': ['perpetrator']}	Life.Die.Unspecified	1
1545	train	wiki	train	47	1050	The Tsarnaev brothers also killed a Massachusetts Institute of Technology police officer days later.	The Tsarnaev <s>brothers</s> also killed a Massachusetts Institute of Technology police <t>officer</t> days later.	Killer:brothers	Victim:officer	killed	{'Killer': ['brothers'], 'Victim': ['officer']}	Life.Die.Unspecified	1
1548	train	wiki	train	58	333	Colombia has blamed the left-wing National Liberation Army (ELN) rebel group for a car bomb attack that killed 21 people in the capital, Bogotá.	Colombia has blamed the left-wing <s>National Liberation Army</s> (ELN) rebel group for a car bomb attack that killed 21 <t>people</t> in the capital, Bogotá.	Killer:National Liberation Army	Victim:people	killed	{'Victim': ['people'], 'Killer': ['National Liberation Army']}	Life.Die.Unspecified	1
1549	train	wiki	train	58	1045	The driver, who was also killed, has been identified as a 57-year-old man.	The <s><t>driver</t></s>, who was also killed, has been identified as a 57-year-old man.	Killer:driver	Victim:driver	killed	{'Victim': ['driver'], 'Killer': ['driver']}	Life.Die.Unspecified	1
1550	train	wiki	train	70	1019	Massachusetts Institute of Technology Officer Sean Collier was killed in an encounter with Tsarnaev and his brother, Tamerlan Tsarnaev, in Cambridge hours after authorities publicly released photographs and videos of them as suspects in the April 2013 bombing, which killed three people and injured more than 260.	Massachusetts Institute of Technology Officer <t>Sean Collier</t> was killed in an encounter with Tsarnaev and his brother, <s>Tamerlan Tsarnaev</s>, in Cambridge hours after authorities publicly released photographs and videos of them as suspects in the April 2013 bombing, which killed three people and injured more than 260.	Killer:Tamerlan Tsarnaev	Victim:Sean Collier	killed	{'Victim': ['Sean Collier'], 'Killer': ['Tsarnaev', 'Tamerlan Tsarnaev'], 'Place': ['Cambridge']}	Life.Die.Unspecified	1
1551	train	wiki	train	70	1019	Massachusetts Institute of Technology Officer Sean Collier was killed in an encounter with Tsarnaev and his brother, Tamerlan Tsarnaev, in Cambridge hours after authorities publicly released photographs and videos of them as suspects in the April 2013 bombing, which killed three people and injured more than 260.	Massachusetts Institute of Technology Officer <t>Sean Collier</t> was killed in an encounter with <s>Tsarnaev</s> and his brother, Tamerlan <s>Tsarnaev</s>, in Cambridge hours after authorities publicly released photographs and videos of them as suspects in the April 2013 bombing, which killed three people and injured more than 260.	Killer:Tsarnaev	Victim:Sean Collier	killed	{'Victim': ['Sean Collier'], 'Killer': ['Tsarnaev', 'Tamerlan Tsarnaev'], 'Place': ['Cambridge']}	Life.Die.Unspecified	1
1552	train	wiki	train	72	1038	Tamerlan was killed in a shootout with police last Thursday, while Dzhokhar was captured a day later.	<t>Tamerlan</t> was killed in a shootout with <s>police</s> last Thursday, while Dzhokhar was captured a day later.	Killer:police	Victim:Tamerlan	killed	{'Victim': ['Tamerlan'], 'Killer': ['police']}	Life.Die.Unspecified	1
1553	train	wiki	train	84	1046	The messages include praise of American-born cleric Anwar al-Awlaki, who was killed by a U.S. drone strike in Yemen in 2011, and "Brother Osama Bin Laden," the former head of al-Qaida who was killed by U.S. forces in Pakistan in 2011.	The messages include praise of American-born cleric Anwar al-Awlaki, who was killed by a U.S. drone strike in Yemen in 2011, and "Brother Osama Bin Laden," the former head of al-Qaida who was killed by <s>U.S. forces</s> in <t>Pakistan</t> in 2011.	Killer:U.S. forces	Place:Pakistan	killed	{'Killer': ['forces'], 'Place': ['Pakistan']}	Life.Die.Unspecified	1
1554	train	wiki	train	84	1046	The messages include praise of American-born cleric Anwar al-Awlaki, who was killed by a U.S. drone strike in Yemen in 2011, and "Brother Osama Bin Laden," the former head of al-Qaida who was killed by U.S. forces in Pakistan in 2011.	The messages include praise of <t>American-born cleric Anwar al-Awlaki</t>, who was killed by a U.S. drone strike in Yemen in 2011, and "Brother Osama Bin Laden," the former head of al-Qaida who was killed by <s>U.S. forces</s> in Pakistan in 2011.	Killer:U.S. forces	Victim:American-born cleric Anwar al-Awlaki	killed	{'Killer': ['forces'], 'Place': ['Pakistan']}	Life.Die.Unspecified	1
1562	train	wiki	train	93	1032	She said the older brother, Tamerlan, who was killed in a shootout with police, was married to a Christian woman and had a daughter.	She said the older brother, <t>Tamerlan</t>, who was killed in a shootout with <s>police</s>, was married to a Christian woman and had a daughter.	Killer:police	Victim:Tamerlan	killed	{'Killer': ['police']}	Life.Die.Unspecified	1
1569	train	wiki	train	114	1040	The blast at the conclusion of a concert by American pop star Ariana Grande at Manchester Arena killed 22 people and wounded 59 others. The attacker also died at the site.	The blast at the conclusion of a concert by American pop star Ariana Grande at Manchester Arena killed <t>22 people</t> and wounded 59 others. The <s>attacker</s> also died at the site.	Killer:attacker	Victim:22 people	killed	{'Victim': ['22 people'], 'Killer': ['attacker']}	Life.Die.Unspecified	1
1573	train	wiki	train	128	1014	In Russia, Tsarnaeva and her former husband, Anzor, said Thursday their sons did not carry out the Boston attack that killed three people and injured more than 250 others.	In Russia, Tsarnaeva and her former husband, Anzor, said Thursday their <s>sons</s> did not carry out the Boston attack that killed three <t>people</t> and injured more than 250 others.	Killer:sons	Victim:people	killed	{'Victim': ['people'], 'Killer': ['sons']}	Life.Die.Unspecified	1
1574	train	wiki	train	128	1021	New York Mayor Michael Bloomberg said the incident shows that New York, which was hit by terrorist attacks in 2001 that killed nearly 3,000 people, remains an inviting target.	New York Mayor Michael Bloomberg said the incident shows that New York, which was hit by <s>terrorist</s> attacks in 2001 that killed nearly 3,000 <t>people</t>, remains an inviting target.	Killer:terrorist	Victim:people	killed	{'Victim': ['people'], 'Killer': ['terrorist']}	Life.Die.Unspecified	1
1578	train	wiki	train	168	1027	Opposition leaders also said 12 people were killed in violence in the face of a massive presence of troops around the country on Sunday.	Opposition leaders also said 12 <t>people</t> were killed in violence in the face of a massive presence of <s>troops</s> around the country on Sunday.	Killer:troops	Victim:people	killed	{'Victim': ['people'], 'Killer': ['troops']}	Life.Die.Unspecified	1
1581	train	wiki	train	175	1057	While civilian casualties are still being assessed for 2018, a report from the monitoring group Airwars said the US and its allies may have killed up to 6,000 civilians via strikes in Iraq and Syria in 2017 alone.	While civilian casualties are still being assessed for 2018, a report from the monitoring group Airwars said the US and its <s>allies</s> may have killed up to 6,000 civilians via strikes in Iraq and <t>Syria</t> in 2017 alone.	Killer:allies	Place:Syria	killed	{'Victim': ['civilians'], 'Place': ['Iraq', 'Syria'], 'Killer': ['allies']}	Life.Die.Unspecified	1
1582	train	wiki	train	175	1057	While civilian casualties are still being assessed for 2018, a report from the monitoring group Airwars said the US and its allies may have killed up to 6,000 civilians via strikes in Iraq and Syria in 2017 alone.	While civilian casualties are still being assessed for 2018, a report from the monitoring group Airwars said the US and its <s>allies</s> may have killed up to 6,000 <t>civilians</t> via strikes in Iraq and Syria in 2017 alone.	Killer:allies	Victim:civilians	killed	{'Victim': ['civilians'], 'Place': ['Iraq', 'Syria'], 'Killer': ['allies']}	Life.Die.Unspecified	1
1583	train	wiki	train	175	1057	While civilian casualties are still being assessed for 2018, a report from the monitoring group Airwars said the US and its allies may have killed up to 6,000 civilians via strikes in Iraq and Syria in 2017 alone.	While civilian casualties are still being assessed for 2018, a report from the monitoring group Airwars said the US and its <s>allies</s> may have killed up to 6,000 civilians via strikes in <t>Iraq</t> and Syria in 2017 alone.	Killer:allies	Place:Iraq	killed	{'Victim': ['civilians'], 'Place': ['Iraq', 'Syria'], 'Killer': ['allies']}	Life.Die.Unspecified	1
1584	train	wiki	train	184	1012	France, we knew, killed a jihadist in October 2015, but we now have information that this is not an isolated case.	<s>France</s>, we knew, killed a <t>jihadist</t> in October 2015, but we now have information that this is not an isolated case.	Killer:France	Victim:jihadist	killed	{'Killer': ['France'], 'Victim': ['jihadist']}	Life.Die.Unspecified	1
1593	train	wiki	train	198	1009	Dzhokhar Tsarnaev inadvertently killed his brother, running over him with a car, as they attempted to elude police days after authorities had identified them as suspects in the bombings.	<s>Dzhokhar Tsarnaev</s> inadvertently killed <t>his brother</t>, running over him with a car, as they attempted to elude police days after authorities had identified them as suspects in the bombings.	Killer:Dzhokhar Tsarnaev	Victim:his brother	killed	{'Victim': ['brother'], 'Killer': ['Dzhokhar Tsarnaev']}	Life.Die.Unspecified	1
1598	train	wiki	test	241	999	A wave of attacks across Iraq on Monday killed 107 people in the country's deadliest day in more than two years after al-Qaida warned it would mount new attacks and sought to retake territory.	A wave of attacks across Iraq on Monday killed 107 <t>people</t> in the country's deadliest day in more than two years after <s>al-Qaida</s> warned it would mount new attacks and sought to retake territory.	Killer:al-Qaida	Victim:people	killed	{'Victim': ['people'], 'Place': ['Iraq'], 'Killer': ['al-Qaida']}	Life.Die.Unspecified	1
1599	train	wiki	test	241	999	A wave of attacks across Iraq on Monday killed 107 people in the country's deadliest day in more than two years after al-Qaida warned it would mount new attacks and sought to retake territory.	A wave of attacks across <t>Iraq</t> on Monday killed 107 people in the country's deadliest day in more than two years after <s>al-Qaida</s> warned it would mount new attacks and sought to retake territory.	Killer:al-Qaida	Place:Iraq	killed	{'Victim': ['people'], 'Place': ['Iraq'], 'Killer': ['al-Qaida']}	Life.Die.Unspecified	1
1600	train	wiki	test	242	387	On Friday, Colombia blamed the leftist ELN for the bombing of a police academy in Bogota that killed 20 people as well as the attacker, dealing a big blow to the peace process.	On Friday, Colombia blamed the leftist <s>ELN</s> for the bombing of a police academy in Bogota that killed 20 <t>people</t> as well as the attacker, dealing a big blow to the peace process.	Killer:ELN	Victim:people	killed	{'Victim': ['people', 'attacker'], 'Killer': ['ELN']}	Life.Die.Unspecified	1
1601	train	wiki	test	242	387	On Friday, Colombia blamed the leftist ELN for the bombing of a police academy in Bogota that killed 20 people as well as the attacker, dealing a big blow to the peace process.	On Friday, Colombia blamed the leftist <s>ELN</s> for the bombing of a police academy in Bogota that killed 20 people as well as the <t>attacker</t>, dealing a big blow to the peace process.	Killer:ELN	Victim:attacker	killed	{'Victim': ['people', 'attacker'], 'Killer': ['ELN']}	Life.Die.Unspecified	1
1605	train	wiki	train	31	1020	Michael Christopher Hayes – a self-confessed bomb maker – said he was sorry for the killing of innocent people in the 1974 blasts.	<s>Michael Christopher Hayes</s> – a self-confessed bomb maker – said he was sorry for the killing of innocent <t>people</t> in the 1974 blasts.	Killer:Michael Christopher Hayes	Victim:people	killing	{'Victim': ['people'], 'Killer': ['Michael Christopher Hayes']}	Life.Die.Unspecified	0
1608	train	wiki	train	188	1025	On April 15, law enforcement officials say, Mr. Tsarnaev and his younger brother, Dzhokhar, set off bombs at the Boston Marathon, killing three people and maiming many others.	On April 15, law enforcement officials say, Mr. Tsarnaev and his younger brother, <s>Dzhokhar</s>, set off bombs at the Boston Marathon, killing three <t>people</t> and maiming many others.	Killer:Dzhokhar	Victim:people	killing	{'Victim': ['people'], 'Killer': ['Dzhokhar', 'Tsarnaev'], 'Place': ['Boston Marathon']}	Life.Die.Unspecified	1
1609	train	wiki	train	188	1025	On April 15, law enforcement officials say, Mr. Tsarnaev and his younger brother, Dzhokhar, set off bombs at the Boston Marathon, killing three people and maiming many others.	On April 15, law enforcement officials say, Mr. Tsarnaev and his younger brother, <s>Dzhokhar</s>, set off bombs at the <t>Boston Marathon</t>, killing three people and maiming many others.	Killer:Dzhokhar	Place:Boston Marathon	killing	{'Victim': ['people'], 'Killer': ['Dzhokhar', 'Tsarnaev'], 'Place': ['Boston Marathon']}	Life.Die.Unspecified	1
