	sentence_id	sentence	marked_sentence	source	target	gold_penta	silver_penta	silver_root	gold_root	penta_L1	root_L1	penta_L2	root_L2	prompt_L2	prompt_L1	modality_L2
	948	The British Parliament rejected Prime Minister Theresa May's agreement on withdrawal from the European Union.	<s>The British Parliament</s> rejected <t>Prime Minister Theresa May's agreement</t> on withdrawal from the European Union.	The British Parliament	Prime Minister Theresa May's agreement	3	3	REJECT	REJECT	4	COERCE	4	COERCE	['<S> repressed person of <T>', '<S> rejected to yield to <T>', '<S> rejected proposals of <T>']	['<S> repressed person of <T>', '<S> rejected to yield to <T>', '<S> rejected proposals of <T>']	past
	949	The Security Council has so far refused to accept a request from envoys of South Ossetia and Abkhazia, which Russia recognized this week as independent states, to address it.	<s>The Security Council</s> has so far refused to accept a request from <t>envoys of South Ossetia and Abkhazia</t>, which Russia recognized this week as independent states, to address it.	The Security Council	envoys of South Ossetia and Abkhazia	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> rejected to do something for <T>']	['<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> rejected to do something for <T>']	past
	950	Iceland's president on Tuesday refused a request from the prime minister to dissolve parliament and call a new election amid a dispute over the premier's offshore tax affairs.	<s>Iceland's president</s> on Tuesday refused a request from <t>the prime minister</t> to dissolve parliament and call a new election amid a dispute over the premier's offshore tax affairs.	Iceland's president	the prime minister	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> rejected to do something for <T>', '<S> rejected to stop something against <T>', '<S> rejected cooperation with <T>']	['<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> rejected to do something for <T>', '<S> rejected to stop something against <T>', '<S> rejected cooperation with <T>']	past
	955	Israel's Supreme Court has rejected appeals against the demolition of a Bedouin village in the occupied West Bank whose fate has been a subject of international concern.	<s>Israel's Supreme Court</s> has rejected appeals against <t>the demolition of a Bedouin village in the occupied West Bank</t> whose fate has been a subject of international concern.	Israel's Supreme Court	the demolition of a Bedouin village in the occupied West Bank	3	3	REJECT	REJECT	4	COERCE	4	COERCE	['<S> repressed person of <T>', '<S> rejected to stop something against <T>', '<S> rejected to do something for <T>', '<S> rejected proposals of <T>', '<S> reduced protest against <T>']	['<S> repressed person of <T>', '<S> rejected to stop something against <T>', '<S> rejected to do something for <T>', '<S> rejected proposals of <T>', '<S> reduced protest against <T>']	past
	958	Last week, Myanmar's government rejected any cooperation with the ICC, to which it is not a party.	Last week, <s>Myanmar's government</s> rejected any cooperation with <t>the ICC</t>, to which it is not a party.	Myanmar's government	the ICC	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected cooperation with <T>', '<S> rejected to do something for <T>', '<S> rejected to yield to <T>', '<S> discontinued cooperation with <T>', '<S> rejected proposals of <T>']	['<S> rejected cooperation with <T>', '<S> rejected to do something for <T>', '<S> rejected to yield to <T>', '<S> discontinued cooperation with <T>', '<S> rejected proposals of <T>']	past
	966	Palestinian Christian leaders have rejected US President Donald Trump's decision to recognise Jerusalem as Israel's capital, calling it “dangerous” and “insulting”.	<s>Palestinian Christian leaders</s> have rejected <t>US President Donald Trump</t>'s decision to recognise Jerusalem as Israel's capital, calling it “dangerous” and “insulting”.	Palestinian Christian leaders	US President Donald Trump	3	3	REJECT	REJECT	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>', '<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> accused <T> of something', '<S> rejected to do something for <T>']	['<S> expressed complaints of <T>', '<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> accused <T> of something', '<S> rejected to do something for <T>']	past
	967	Lebanon says it will not accept any more Syrian refugees, except for ‘exceptional' cases.	<s>Lebanon</s> says it will not accept any more <t>Syrian refugees</t>, except for ‘exceptional' cases.	Lebanon	Syrian refugees	3	3	REJECT	REJECT	4	COERCE	4	COERCE	['<S> imposed more restrictions on <T>', '<S> threatened something against <T>']	['<S> imposed more restrictions on <T>', '<S> threatened something against <T>']	past
	974	Pyongyang has violated a ban by UN on ballistic missile tests.	<s>Pyongyang</s> has violated a ban by <t>UN</t> on ballistic missile tests.	Pyongyang	UN	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> defied laws of <T>', '<S> investigated something of <T>']	['<S> defied laws of <T>', '<S> investigated something of <T>']	past
	979	Baghdad has rejected the referendum as unconstitutional.	<s>Baghdad</s> has rejected <t>the referendum</t> as unconstitutional.	Baghdad	the referendum	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected to yield to <T>', '<S> expressed complaints of <T>', '<S> rejected proposals of <T>', '<S> accused <T> of something']	['<S> rejected to yield to <T>', '<S> expressed complaints of <T>', '<S> rejected proposals of <T>', '<S> accused <T> of something']	past
	1006	However, Saavedra says that Italy and Spain have refused to allow the plane to enter their air space.	However, Saavedra says that <s>Italy and Spain</s> have refused to allow <t>the plane</t> to enter their air space.	Italy and Spain	the plane	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected to yield to <T>', '<S> rejected cooperation with <T>', '<S> rejected to do something for <T>']	['<S> rejected to yield to <T>', '<S> rejected cooperation with <T>', '<S> rejected to do something for <T>']	past
	1025	Ethiopia's Prime Minister Abiy Ahmed rejected U.S. calls for a unilateral ceasefire in the northern Tigray region and dismissed allegations of ethnic cleansing, according to a senior U.S. lawmaker sent to Addis Ababa by President Joe Biden.	<s>Ethiopia's Prime Minister Abiy Ahmed</s> rejected <t>U.S. calls</t> for a unilateral ceasefire in the northern Tigray region and dismissed allegations of ethnic cleansing, according to a senior U.S. lawmaker sent to Addis Ababa by President Joe Biden.	Ethiopia's Prime Minister Abiy Ahmed	U.S. calls	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected to yield to <T>', '<S> rejected to stop something against <T>', '<S> rejected proposals of <T>', '<S> rejected to do something for <T>', '<S> repressed person of <T>']	['<S> rejected to yield to <T>', '<S> rejected to stop something against <T>', '<S> rejected proposals of <T>', '<S> rejected to do something for <T>', '<S> repressed person of <T>']	past
	1032	A court in southern Vietnam's Ho Chi Minh City on Monday rejected the appeal of an Australian citizen convicted last year on charges of engaging in terrorism, sending him and two men convicted with him back to prison to serve their full terms.	<s>A court in southern Vietnam's Ho Chi Minh City</s> on Monday rejected the appeal of <t>an Australian citizen</t> convicted last year on charges of engaging in terrorism, sending him and two men convicted with him back to prison to serve their full terms.	A court in southern Vietnam's Ho Chi Minh City	an Australian citizen	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected to stop something against <T>', '<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> rejected to do something for <T>', '<S> accused <T> of something']	['<S> rejected to stop something against <T>', '<S> rejected proposals of <T>', '<S> rejected to yield to <T>', '<S> rejected to do something for <T>', '<S> accused <T> of something']	past
	1041	The Secretary of State, Hillary Clinton, recently reiterated that the United States will not lift the embargo it has imposed on the island for almost half a century if Cuba does not release its political prisoners and respect human rights.	<s>The Secretary of State, Hillary Clinton</s>, recently reiterated that the United States will not lift the embargo it has imposed on <t>the island</t> for almost half a century if Cuba does not release its political prisoners and respect human rights.	The Secretary of State, Hillary Clinton	the island	3	3	REJECT	REJECT	3	THREATEN	3	THREATEN	['<S> threatened something against <T>', '<S> imposed blockades in <T>']	['<S> threatened something against <T>', '<S> demanded something from <T>', '<S> imposed blockades in <T>', '<S> expressed complaints of <T>']	past
	1043	Al-Shabaab refuses to lift the ban that they imposed, 16 September 2010, on aid agencies despite a drought affecting over two million people.	<s>Al-Shabaab</s> refuses to lift the ban that they imposed, 16 September 2010, on <t>aid agencies</t> despite a drought affecting over two million people.	Al-Shabaab	aid agencies	3	3	REJECT	REJECT	3	REJECT	3	REJECT	['<S> rejected to yield to <T>', '<S> imposed blockades in <T>', '<S> rejected to do something for <T>', '<S> rejected to stop something against <T>', '<S> rejected cooperation with <T>']	['<S> rejected to yield to <T>', '<S> imposed blockades in <T>', '<S> rejected to do something for <T>', '<S> rejected to stop something against <T>', '<S> rejected cooperation with <T>']	past
	848	British and EU negotiators have failed to reach a deal on the Irish border after hours of talks.	<s>British</s> and <t>EU negotiators</t> have failed to reach a deal on the Irish border after hours of talks.	British	EU negotiators	3	4	SANCTION	REJECT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>']	['<S> met with <T>', '<S> held a talk with <T>']	past
	855	U.S. President Donald Trump in 2019 failed to reach agreement on North Korea's denuclearisation, in which Moon had offered to play a mediating role.	<s>U.S. President Donald Trump</s> in 2019 failed to reach agreement on <t>North Korea's denuclearisation</t>, in which Moon had offered to play a mediating role.	U.S. President Donald Trump	North Korea's denuclearisation	4	3	REJECT	REJECT	3	ACCUSE	3	ACCUSE	['<S> investigated something of <T>', '<S> held a talk with <T>']	['<S> investigated something of <T>', '<S> held a talk with <T>']	past
	859	The summit between the EU and Turkey failed to reach agreement on how to solve the migration crisis.	The summit between the <s>EU</s> and <t>Turkey</t> failed to reach agreement on how to solve the migration crisis.	EU	Turkey	3	3	REJECT	REJECT	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> held a talk with <T>']	['<S> met with <T>', '<S> held a talk with <T>']	past
	55	The committee declared that it will not end the strike until the authorities fulfill its demands.	<s>The committee</s> declared that it will not end the strike until <t>the authorities</t> fulfill its demands.	The committee	the authorities	3	3	THREATEN	REJECT	3	REQUEST	3	REQUEST	['<S> demanded something from <T>']	['<S> demanded something from <T>']	past
	640	The Somali government said it will never stop its war on Al Shabaab, our aim is to be done with them, whatever the cost.	<s>The Somali government</s> said it will never stop its war on <t>Al Shabaab</t>, our aim is to be done with them, whatever the cost.	The Somali government	Al Shabaab	3	3	THREATEN	REJECT	3	REJECT	3	REJECT	['<S> rejected to stop something against <T>', '<S> rejected to yield to <T>']	['<S> rejected to stop something against <T>', '<S> rejected to yield to <T>']	past
	712	However, Obama has also said he will not lift the embargo until Cuba undertakes democratic and economic reforms.	However, <s>Obama</s> has also said he will not lift the embargo until <t>Cuba</t> undertakes democratic and economic reforms.	Obama	Cuba	3	3	THREATEN	REJECT	3	THREATEN	3	THREATEN	['<S> threatened something against <T>', '<S> imposed blockades in <T>', '<S> promised to do something for <T>', '<S> agreed to do something for <T>']	['<S> threatened something against <T>', '<S> imposed blockades in <T>', '<S> demanded something from <T>', '<S> promised to do something for <T>', '<S> agreed to do something for <T>']	past
	903	Leaders of LAUSD Union of Teachers have said they will not end the strike until their members ratify a contract, but also said they have a system in place that could.	<s>Leaders of LAUSD Union of Teachers</s> have said they will not end the strike until <t>their members</t> ratify a contract, but also said they have a system in place that could.	Leaders of LAUSD Union of Teachers	their members	3	3	THREATEN	REJECT	3	REQUEST	3	THREATEN	['<S> undertook boycotts against <T>', '<S> threatened something against <T>']	['<S> demanded something from <T>', '<S> undertook boycotts against <T>', '<S> threatened something against <T>']	todo
	1040	Teachers have asserted that they will not end the strike until their demands have been met by the palestinian authorities.	<s>Teachers</s> have asserted that they will not end the strike until their demands have been met by <t>the palestinian authorities</t>.	Teachers	the palestinian authorities	3	3	THREATEN	REJECT	3	REQUEST	3	REQUEST	['<S> demanded something from <T>']	['<S> demanded something from <T>']	past
	33	The European Commission has suspended humanitarian aid to Gaza because of suicidal fighting among Palestinian factions.	<s>The European Commission</s> has suspended humanitarian aid to <t>Gaza</t> because of suicidal fighting among Palestinian factions.	The European Commission	Gaza	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>']	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>']	past
	70	The U.N. Conciliation Commission ended mediation efforts in the Arab-Israeli dispute after failure to find any settlement.	<s>The U.N. Conciliation Commission</s> ended mediation efforts in <t>the Arab-Israeli dispute</t> after failure to find any settlement.	The U.N. Conciliation Commission	the Arab-Israeli dispute	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> halted negotiations with <T>', '<S> discontinued cooperation with <T>', '<S> met with <T>', '<S> reduced cooperation with <T>']	['<S> halted negotiations with <T>', '<S> discontinued cooperation with <T>', '<S> investigated something of <T>', '<S> met with <T>', '<S> reduced cooperation with <T>']	past
	97	The UN withdrew peacekeepers from Sinai allowing Nasser to mass his divisions on Israels border.	<s>The UN</s> withdrew peacekeepers from <t>Sinai</t> allowing Nasser to mass his divisions on Israels border.	The UN	Sinai	4	4	SANCTION	SANCTION	2	YIELD	4	SANCTION	['<S> retreated peace forces from <T>', '<S> expelled diplomatic people of <T>']	['<S> retreated forces from <T>', '<S> retreated peace forces from <T>', '<S> expelled diplomatic people of <T>']	past
	104	US suspended food supplies to Somalia over fears they were helping a militant group.	<s>US</s> suspended food supplies to <t>Somalia</t> over fears they were helping a militant group.	US	Somalia	4	4	SANCTION	SANCTION	3	ACCUSE	4	SANCTION	['<S> reduced aid to <T>']	['<S> accused <T> of something', '<S> reduced aid to <T>']	past
	114	Last week, on August 6th, the Sudanese government expelled 20 humanitarian workers employed by the United Nations High Commission for Refugees (UNHCR) .	Last week, on August 6th, the <s>Sudanese government</s> expelled <t>20 humanitarian workers employed by the United Nations High Commission for Refugees (UNHCR) </t>.	Sudanese government	20 humanitarian workers employed by the United Nations High Commission for Refugees (UNHCR)	4	4	COERCE	SANCTION	4	COERCE	4	COERCE	['<S> deported person of <T>', '<S> repressed person of <T>', '<S> rejected to yield to <T>']	['<S> deported person of <T>', '<S> repressed person of <T>', '<S> rejected to yield to <T>']	past
	192	United States reduced military aid to Argentina by $17 million.	<s>United States</s> reduced military aid to <t>Argentina</t> by $17 million.	United States	Argentina	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	past
	219	The UN-backed government in Libya has suspended UN-brokered military talks in Geneva, following an attack on a strategic port in Tripoli late on Tuesday.	<s>The UN-backed government in Libya</s> has suspended UN-brokered military talks in <t>Geneva</t>, following an attack on a strategic port in Tripoli late on Tuesday.	The UN-backed government in Libya	Geneva	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> halted negotiations with <T>', '<S> reduced cooperation with <T>']	['<S> discontinued cooperation with <T>', '<S> halted negotiations with <T>', '<S> reduced cooperation with <T>']	past
	287	Hours earlier Maduro expelled the top American diplomat over the refusal of the U.S. to recognize his re-election.	Hours earlier <s>Maduro</s> expelled <t>the top American diplomat</t> over the refusal of the U.S. to recognize his re-election.	Maduro	the top American diplomat	4	4	SANCTION	SANCTION	4	COERCE	4	SANCTION	['<S> expelled diplomatic people of <T>', '<S> repressed person of <T>']	['<S> deported person of <T>', '<S> expelled diplomatic people of <T>', '<S> repressed person of <T>']	past
	306	The U.S. has suspended aid to the Syrian humanitarian group known as the White Helmets, the State Department confirmed to ABC News.	<s>The U.S.</s> has suspended aid to <t>the Syrian humanitarian group known as the White Helmets</t>, the State Department confirmed to ABC News.	The U.S.	the Syrian humanitarian group known as the White Helmets	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>', '<S> rejected cooperation with <T>']	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>', '<S> rejected cooperation with <T>']	past
	315	County Commission has ended mediation efforts with Oldcastle over the company's desire to mine sand in the county.	<s>County Commission</s> has ended mediation efforts with <t>Oldcastle</t> over the company's desire to mine sand in the county.	County Commission	Oldcastle	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> halted negotiations with <T>', '<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>']	['<S> halted negotiations with <T>', '<S> discontinued cooperation with <T>', '<S> investigated something of <T>', '<S> reduced cooperation with <T>']	past
	318	Lagumdzija suspended humanitarian aid donations for Sarajevo until aid was delivered to the eastern enclaves.	<s>Lagumdzija</s> suspended humanitarian aid donations for <t>Sarajevo</t> until aid was delivered to the eastern enclaves.	Lagumdzija	Sarajevo	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	past
	337	Denmark last week announced a suspension of aid to Egypt, pulling the plug on two projects worth about 30m Danish krone (€4m) .	<s>Denmark</s> last week announced a suspension of aid to <t>Egypt</t>, pulling the plug on two projects worth about 30m Danish krone (€4m) .	Denmark	Egypt	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> threatened something against <T>']	['<S> discontinued cooperation with <T>', '<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> threatened something against <T>']	past
	372	The U.S. State Department has issued a heightened travel warning for Sri Lanka after last Sunday's suicide bombings that killed more than 250 people.	<s>The U.S. State Department</s> has issued a heightened travel warning for <t>Sri Lanka</t> after last Sunday's suicide bombings that killed more than 250 people.	The U.S. State Department	Sri Lanka	4	4	SANCTION	SANCTION	4	COERCE	4	COERCE	['<S> imposed more restrictions on <T>', '<S> kept alert in <T>', '<S> threatened something against <T>']	['<S> imposed more restrictions on <T>', '<S> kept alert in <T>', '<S> threatened something against <T>']	past
	381	Two inspectors for the United Nations nuclear monitoring agency have been expelled from North Korea amid an escalating standoff over the regime's recent rocket launch.	<t>Two inspectors for the United Nations nuclear monitoring agency</t> have been expelled from <s>North Korea</s> amid an escalating standoff over the regime's recent rocket launch.	North Korea	Two inspectors for the United Nations nuclear monitoring agency	4	4	SANCTION	SANCTION	4	COERCE	4	COERCE	['<S> repressed person of <T>', '<S> discontinued cooperation with <T>', '<S> expelled organizations of <T>', '<S> rejected cooperation with <T>']	['<S> deported person of <T>', '<S> repressed person of <T>', '<S> discontinued cooperation with <T>', '<S> expelled organizations of <T>', '<S> rejected cooperation with <T>']	past
	395	China have reduced humanitarian aid to Tajikistan nearly five times.	<s>China</s> have reduced humanitarian aid to <t>Tajikistan</t> nearly five times.	China	Tajikistan	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	past
	402	US President Trump announced a suspension of aid to Pakistan over its perceived willingness to take firm action against militants in the country.	<s>US President Trump</s> announced a suspension of aid to <t>Pakistan</t> over its perceived willingness to take firm action against militants in the country.	US President Trump	Pakistan	4	4	SANCTION	SANCTION	4	SANCTION	3	THREATEN	['<S> discontinued cooperation with <T>', '<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> threatened something against <T>']	['<S> discontinued cooperation with <T>', '<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	todo
	423	UNDOF also withdrew peacekeepers from another position in Syria as a precautionary measure after the recent attacks in their vicinity.	<s>UNDOF</s> also withdrew peacekeepers from <t>another position in Syria</t> as a precautionary measure after the recent attacks in their vicinity.	UNDOF	another position in Syria	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> retreated peace forces from <T>', '<S> discontinued cooperation with <T>', '<S> released person of <T>', '<S> expelled peacekeepers of <T>']	['<S> retreated peace forces from <T>', '<S> retreated forces from <T>', '<S> discontinued cooperation with <T>', '<S> released person of <T>', '<S> expelled peacekeepers of <T>']	past
	464	US envoy Richard Holbrooke ended mediation efforts between Albanian separatists, but announced he'd return soon.	<s>US envoy Richard Holbrooke</s> ended mediation efforts between <t>Albanian separatists</t>, but announced he'd return soon.	US envoy Richard Holbrooke	Albanian separatists	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> halted negotiations with <T>', '<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>']	['<S> halted negotiations with <T>', '<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>']	past
	479	Iraq expelled all UNSCOM weapons inspectors charging that UNSCOM has become a spy agency.	<s>Iraq</s> expelled all <t>UNSCOM weapons inspectors</t> charging that UNSCOM has become a spy agency.	Iraq	UNSCOM weapons inspectors	4	4	SANCTION	SANCTION	3	ACCUSE	3	THREATEN	['<S> threatened something against <T>', '<S> deported person of <T>', '<S> rejected to yield to <T>']	['<S> accused <T> of something', '<S> expressed complaints of <T>', '<S> threatened something against <T>', '<S> deported person of <T>', '<S> rejected to yield to <T>']	past
	482	United States suspended military aid to Indonesia due to human rights concerns during that country's conflicts in East Timor and Aceh.	<s>United States</s> suspended military aid to <t>Indonesia</t> due to human rights concerns during that country's conflicts in East Timor and Aceh.	United States	Indonesia	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>']	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>', '<S> expressed complaints of <T>']	past
	497	Turkey has suspended food supplies and flights to Armenia.	<s>Turkey</s> has suspended food supplies and flights to <t>Armenia</t>.	Turkey	Armenia	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> imposed more restrictions on <T>']	['<S> reduced aid to <T>', '<S> imposed more restrictions on <T>']	past
	500	Omar al-Bashir of Sudan expelled humanitarian aid workers, including those from Save the Children and Oxfam.	<s>Omar al-Bashir of Sudan</s> expelled <t>humanitarian aid workers</t>, including those from Save the Children and Oxfam.	Omar al-Bashir of Sudan	humanitarian aid workers	4	4	COERCE	SANCTION	4	SANCTION	4	SANCTION	['<S> expelled organizations of <T>', '<S> discontinued cooperation with <T>', '<S> rejected to yield to <T>', '<S> repressed person of <T>']	['<S> expelled organizations of <T>', '<S> deported person of <T>', '<S> discontinued cooperation with <T>', '<S> rejected to yield to <T>', '<S> repressed person of <T>']	past
	511	Russia's Foreign Ministry on Monday expelled a Bulgarian diplomat in a tit-for-tat move after the expulsion of a Russian diplomat by Sofia.	<s>Russia's Foreign Ministry</s> on Monday expelled <t>a Bulgarian diplomat</t> in a tit-for-tat move after the expulsion of a Russian diplomat by Sofia.	Russia's Foreign Ministry	a Bulgarian diplomat	4	4	COERCE	SANCTION	4	COERCE	4	SANCTION	['<S> expelled diplomatic people of <T>', '<S> threatened something against <T>', '<S> expelled organizations of <T>']	['<S> deported person of <T>', '<S> expelled diplomatic people of <T>', '<S> threatened something against <T>', '<S> expelled organizations of <T>']	past
	514	The European Commission announced earlier Monday that it had suspended humanitarian aid to Kabul in protest at the harassment of aid organisations by the Taliban.	<s>The European Commission</s> announced earlier Monday that it had suspended humanitarian aid to <t>Kabul</t> in protest at the harassment of aid organisations by the Taliban.	The European Commission	Kabul	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>', '<S> launched protests against <T>']	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>', '<S> expressed complaints of <T>', '<S> launched protests against <T>']	past
	553	Qatar withdrew peacekeepers from the Eritrea-Djibouti border, and Eritrean forces promptly took control of Dumeira Mountain and Dumeira.	<s>Qatar</s> withdrew peacekeepers from <t>the Eritrea-Djibouti border</t>, and Eritrean forces promptly took control of Dumeira Mountain and Dumeira.	Qatar	the Eritrea-Djibouti border	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> retreated peace forces from <T>', '<S> expelled peacekeepers of <T>']	['<S> retreated peace forces from <T>', '<S> retreated forces from <T>', '<S> expelled peacekeepers of <T>']	past
	688	Late on Saturday, Rabat announced a suspension of air links with 21 countries in Europe.	Late on Saturday, <s>Rabat</s> announced a suspension of air links with <t>21 countries in Europe</t>.	Rabat	21 countries in Europe	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> imposed more restrictions on <T>', '<S> undertook boycotts against <T>', '<S> threatened something against <T>']	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> undertook boycotts against <T>', '<S> threatened something against <T>', '<S> imposed more restrictions on <T>']	past
	705	UN chief withdrew peacekeepers from Rwanda as the genocidaires started the killing.	<s>UN chief</s> withdrew peacekeepers from <t>Rwanda</t> as the genocidaires started the killing.	UN chief	Rwanda	4	4	SANCTION	SANCTION	2	YIELD	4	SANCTION	['<S> retreated peace forces from <T>']	['<S> retreated forces from <T>', '<S> retreated peace forces from <T>']	past
	800	The US had suspended military aid to Pakistan earlier this year over its inaction to combat terrorism on its soil.	<s>The US</s> had suspended military aid to <t>Pakistan</t> earlier this year over its inaction to combat terrorism on its soil.	The US	Pakistan	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> reduced aid to <T>']	['<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>', '<S> expressed complaints of <T>', '<S> reduced aid to <T>', '<S> accused <T> of something']	past
	858	Clinton Administration sharply reduced military aid to the Colombian army because of its poor record on human rights.	<s>Clinton Administration</s> sharply reduced military aid to the <t>Colombian army</t> because of its poor record on human rights.	Clinton Administration	Colombian army	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>']	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> expressed complaints of <T>']	past
	868	The Department for International Development has reduced humanitarian aid to Liberia due to the recent escalation of fighting in Liberia.	<s>The Department for International Development</s> has reduced humanitarian aid to <t>Liberia</t> due to the recent escalation of fighting in <t>Liberia</t>.	The Department for International Development	Liberia	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> imposed more restrictions on <T>']	['<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> imposed more restrictions on <T>']	past
	872	USAID had announced a suspension of aid in Yemen to take effect on March 27.	<s>USAID</s> had announced a suspension of aid in <t>Yemen</t> to take effect on March 27.	USAID	Yemen	4	4	SANCTION	SANCTION	4	SANCTION	3	THREATEN	['<S> discontinued cooperation with <T>', '<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> threatened something against <T>']	['<S> discontinued cooperation with <T>', '<S> reduced aid to <T>', '<S> reduced cooperation with <T>', '<S> threatened something against <T>']	todo
	894	The United States has suspended food supplies to the Afghan Mujahideen because there are difficulties in monitoring and distribution of food.	<s>The United States</s> has suspended food supplies to <t>the Afghan Mujahideen</t> because there are difficulties in monitoring and distribution of food.	The United States	the Afghan Mujahideen	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>']	['<S> reduced aid to <T>']	past
	954	The United Nations has suspended aid deliveries in Borno State after a humanitarian convoy was attacked.	<s>The United Nations</s> has suspended aid deliveries in <t>Borno State</t> after a humanitarian convoy was attacked.	The United Nations	Borno State	4	4	SANCTION	SANCTION	4	SANCTION	4	SANCTION	['<S> reduced aid to <T>', '<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>']	['<S> reduced aid to <T>', '<S> discontinued cooperation with <T>', '<S> reduced cooperation with <T>']	past
